"subject","country","rel_1","rel_2","rel_3","rel_4","rel_5","rel_6","rel_7","rel_8","rel_9","cnorm_1","cnorm_2","wb_gen_1","wb_gen_2","wb_phys_1","wb_phys_2","wb_phys_3","wb_phys_4","wb_phys_5","wb_phys_6","wb_phys_7","wb_psych_1","wb_psych_2","wb_psych_3","wb_psych_4","wb_psych_5","wb_psych_6","wb_soc_1","wb_soc_2","wb_soc_3","wb_overall_mean","wb_phys_mean","wb_psych_mean","wb_soc_mean","age","gender","ses","education","ethnicity","denomination","gdp","gdp_scaled","sample_type","compensation","attention_check","majority"
"5364","UK","0.833333333333333","1","0","0","0.833333333333333","0","0.333333333333333","0","0.5","0.5","0.75","5","3","5","5","4","3","3","5","4","5","3","3","2","2","2","4","5","5","4.5","3.57142857142857","4.16666666666667","2","23","woman","4","4","South Asian",NA,"3237.88336815666","0.808366944407156","online panel","monetary reward","1","1"
"5309","Australia","0","0","0","0","0.333333333333333","0","0","0.75","0","0.75","0.75","4","3","4","5","2","5","4","4","4","3","5","4","4","4","3","4","3","3","4.5","4.85714285714286","3.5","5","32","man","6","5","Middle-Eastern/Arab",NA,"42491.3644350973","-0.867917483502592","mixed","raffle","1",NA
"135","China","0","0","0","1","0","0.5","0.5","0","0","0.25","0.5","4","3","5","5","2","4","5","3","5","5","3","3","5","2","4","5","5","2","3.33333333333333","3.14285714285714","4.16666666666667","4.66666666666667","39","man","6","4","East Asian",NA,"57305.2990162045","0.590206515018923","online panel","monetary reward","1","1"
"5981","US","0","1","0","1","1","1","1","0","1","0.75","0.5","3","4","3","1","4","5","5","4","5","4","4","3","3","4","3","2","4","5","4.77777777777778","4.28571428571429","4.16666666666667","3.33333333333333","33","woman","7","6","Caucasian/European","Christian (Roman Catholic)","15923.3590619893","0.292837379808369","mixed","monetary reward","1","1"
"5571","India","1","0","0","0","0.333333333333333","0.5","0.333333333333333","0.25","0.25","0.5","0.75","3","4","4","5","4","4","3","4","3","3","4","3","4","2","5","5","3","2","4.11764705882353","3.57142857142857","3.83333333333333","5","27","man","6","4","Mixed / other",NA,"41463.6440227034","-1.14590037797124","online panel","raffle","1","1"
"2701","Australia","0.5","0","0","1","0.666666666666667","0.666666666666667","0.5","0.5","0","0.5","0","4","4","4","5","1","5","5","3","5","4","2","3","5","3","4","5","5","2","3.27777777777778","4.14285714285714","4","4","18","woman","5","3","Chinese","Christian (Roman Catholic)","78806.431996268","-1.1666606545353","online panel","monetary reward","1","1"
"10336","Lithuania","0","0","0","0","0.833333333333333","0","0.666666666666667","0","1","0.5","0.5","4","4","5","5","4","4","1","4","4","4","5","3","1","3","2","4","3","4","3.11111111111111","4.14285714285714","4.66666666666667","4","34","man","5","3","Latin-American","Muslim (non-sectarian)","2015.59048548675","0.187687061666867","mixed","monetary reward","1","1"
"9088","Germany","0","0.142857142857143","0","1","0","1","0.833333333333333","0","0.25","1","0.5","4","5","4","1","3","3","4","4","4","3","3","2","2","3","2","4","3","5","4.38888888888889","4.85714285714286","3.16666666666667","4","34","man","4","5","Caucasian/European",NA,"64581.9440183954","0.500518754706187","mixed","no compensation","1","1"
"3355","Canada","0.5","0","0","1","1","0.166666666666667","1","0","0.25","0","0.25","3","4","4","5","4","5","3","4","5","3","4","3","5","2","4","5","4","2","3.5","3.28571428571429","4","4","24","man","9","5","Caucasian/European","Jewish","8920.76210462979","1.15637723528789","mixed","monetary reward","1","1"
"8286","Australia","0.666666666666667","0","0","1","0.666666666666667","0","0","0","0","0.5","0.25","2","5","5","5","5","4","3","3","4","3","1","2","5","3","4","2","4","4","3.11111111111111","3.71428571428571","4.5","4.66666666666667","37","woman","3","5","Caucasian/European","Christian (Roman Catholic)","34318.3511241724","-0.724855477453004","online panel","monetary reward","1","1"
"2671","UK","1","0","0","0","0","0","0","0","0","0.5","0.75","4","4","3","5","4","5","4","4","3","4","1","3","4","4","2","4","4","3","3.58823529411765","4.85714285714286","4.66666666666667","3.66666666666667","25","man","5","5","East Asian",NA,"15923.3590619893","-0.867917483502592","students","monetary reward","1","1"
"7722","Singapore","0","1","0","1","0.5","0.666666666666667","0.166666666666667","0","0","0","0.25","5","5","1","5","3","3","3","4","4","4","4","4","4","4","3","4","3","5","3.33333333333333","3.57142857142857","3.66666666666667","4","49","man","6","6","Caucasian/European",NA,"41613.9980821757","-0.915551454303884","mixed","raffle","1","1"
"3468","Italy","0.166666666666667","0","1","1","0.833333333333333","0.166666666666667","1","0","0.75","0.25","0.25","5","1","5","5","2","5","2","4","2","4","3","4","3","5","4","4","5","5","3.88888888888889","4.28571428571429","3.66666666666667","4.66666666666667","27","man","8","7","Chinese","Christian (Roman Catholic)","9770.84708783314","-1.14590037797124","online panel","raffle","1","0"
"7356","Turkey","0","0","0","0","0","1","1","0","0.75","0.75","0","4","5","3","5","3","4","2","3","4","3","1","3","5","3","4","3","3",NA,"4.22222222222222","4.14285714285714","2.33333333333333","4.66666666666667","37","woman","4","4","Caucasian/European","Christian (Roman Catholic)","57305.2990162045","-0.915551454303884","mixed","course credit","1","1"
"2966","Germany","0","0","1","0","0.5","0.166666666666667","1","0.25","0","0.75","0.5","4","3","5","5","4","4","4","5","3","5","2","4","4","5","3","2","4","4","2.44444444444444","4.71428571428571","4.83333333333333","3","21","man","4","5","Caucasian/European",NA,"64581.9440183954","0.28604408028733","online panel","raffle","1","1"
"1590","Romania","1","0.142857142857143","0","0","0.166666666666667","0","0.5","0.5","0.5","0.5","0","4","4","2","1","2","4","2","3","5","4","4","3","4","5","4","3","4","4","4.22222222222222","2.71428571428571","3.66666666666667","3.33333333333333","67","woman","6","3","Caucasian/European",NA,"39286.7376488008","-0.0367946577928783","mixed","raffle","1","1"
"5220","Germany","0","0","0","0","0.666666666666667","0.166666666666667","0","0","1","0.5","0.5","4","5","4","3","4","5","3","4","3","5","4","3","5","4","3","4","4","1","3","4.85714285714286","3.5","5","20","man","5","4","Caucasian/European","Muslim (Alevi)","9311.36611728167","1.33057548063109","mixed","raffle","1","1"
"9869","Chile","1","0.571428571428571","0","0","0","0.5","1","0","0.25","0.25","0.75","4","2","3","3","3","2","3","2","3","2","3","3","4","3","4","2","5","4","3.11111111111111","4.42857142857143","4.83333333333333","3","49","woman","9","5","Caucasian/European",NA,"15923.3590619893","-0.0367946577928783","mixed","course credit","1","1"
"9617","Israel","0.5","0.714285714285714","0","0","0.333333333333333","0","0","0","1","0.5","0.25","4","4","4","2","4","4","3","5","4","4","3","2","5","4","4","4","5","2","3.38888888888889","4.42857142857143","3.83333333333333","3.66666666666667","44","woman","6","2","Caucasian/European",NA,"19089.7075056564","-1.14590037797124","students","raffle","1","1"
"9978","Netherlands","0","0","1","0","0","0.166666666666667","0.5","0","0.5","0.25","0.25","4","3","5","4","5","4","4","3","2","4","4","3","3","4","4","3","2","4","4.05555555555556","4.71428571428571","3.16666666666667","3.5","21","woman","5","5","East Asian",NA,"42491.3644350973","0.292837379808369","mixed","monetary reward","1","1"
"58","Israel","0","1","0","1","0.5","0.5","0.666666666666667","0","1","0.25","0","4","2","4","3","4","5","2","4","2","4","5","4","3","4","3","1","4","2","3.88888888888889","1.85714285714286","2.33333333333333","1.66666666666667","21","man","7","4","Caucasian/European",NA,"30523.8592390474","1.24288037523174","online panel","monetary reward","1","1"
"1023","Brazil","0","0","0","1","1","0","0","0","0","0","0.5","4","2","4","4","4","4","4","4","4","3","2","4","4","2","4","4","4",NA,"3.22222222222222","3.85714285714286","1.83333333333333","3.33333333333333","30","woman","6","3","Chinese",NA,"42491.3644350973","-0.208237450865951","mixed","course credit","1","1"
"5699","France","0","1","0","1","0.333333333333333","0","0","0.25","0.25","0.25","0.75","3","3","4","3","5","5","4","4","2","3","4","5","4","2","3","1","4","3","2.88888888888889","4.14285714285714","2.16666666666667","2.33333333333333","23","man","4","4","Chinese","Christian (Roman Catholic)","57305.2990162045","-0.208237450865951","online panel","monetary reward","1","1"
"6595","Romania","0","0","1","1","0.166666666666667","1","0.5","0","0.75","1","0.5","4","3","3","5","4","2","2","3","3","4","5","5","3","5","5","4","4","4","2.5","4.71428571428571","3.66666666666667","5","43","man","7","6","Caucasian/European","Christian (Roman Catholic)","46556.0995671478","-0.0367946577928783","online panel","monetary reward","1","1"
"5104","Singapore","1","1","1","1","0","0","0","0.75","0.25","0.5","0","4","3","4","4","4","3","5","5","4","4","4","4","2","1","4","4","1","3","4.05882352941176","3.85714285714286","2.66666666666667","3.33333333333333","35","woman","5","3","Caucasian/European",NA,"78806.431996268","1.15637723528789","online panel","monetary reward","1","1"
"5142","France","0","0","0","1","0.833333333333333","0.166666666666667","0","0","1","0.25","1","3","1","3","2","4","3","1","4","3","2","3","2","5","3","4","5","4","4","4.05555555555556","4.42857142857143","3.16666666666667","4.33333333333333","22","woman","5","5","South Asian","Christian (Roman Catholic)","62641.0145699281","-1.14590037797124","mixed","monetary reward","1","1"
"7974","Morocco","0","0","0","0","0.666666666666667","0.5","0.666666666666667","0.5","0","0.75","1","3","2","2","4","1","4","1","4","1","4","2","2","3","4","3","4","4","3","3.27777777777778","4.71428571428571","3.83333333333333","3.33333333333333","45","man","6","6","Caucasian/European",NA,"12301.1864034302","1.15637723528789","online panel","course credit","1","1"
"2523","Germany","0","0","0","1","0.333333333333333","0.166666666666667","0","0","0","0","0.75","2","2","5","5","4","5","4","4","4","4","2","3","1","5","2","4","5","4","2","4.14285714285714","3.16666666666667","2.5","30","woman","8","2","Latin-American",NA,"34318.3511241724","-0.0367946577928783","students","raffle","1","1"
"3631","Israel","0.333333333333333","0","0","0","0.333333333333333","0","0","0","0","0.25","1","4","4","3","5","5","5","3","3","4","3","5","4","4","4","5","5","1","5","2.88888888888889","4.14285714285714","3.16666666666667","2.66666666666667","23","woman","7","3","Caucasian/European",NA,"34318.3511241724","0.292837379808369","online panel","raffle","3","1"
"7678","Japan","0.333333333333333","0","0","1","0.666666666666667","1","0.5","0.5","0","0.25","0.5","4","3","4","5","4","5","2","4","2","3","5","3","2","4","3","3","3",NA,"4.05555555555556","4","4.66666666666667","3.66666666666667","49","woman","6","5","Caucasian/European","Christian (Roman Catholic)","41463.6440227034","-1.14590037797124","mixed","raffle","1","1"
"3145","Israel","0","0","0","0","0.166666666666667","0.5","0","0","0.25","0.75","0.25","3","4","4","4","3","5","1","5","3","3","4","4","1","4","3","4","5","3","3.61111111111111","4","3.33333333333333","4.66666666666667","24","man","9","5","Chinese",NA,"42491.3644350973","1.24288037523174","students","raffle","1","1"
"718","Japan","0","0","1","0","0.5","0","0","0.5","0.75","0","0.25","4","4","3","5","2","4","3","5","4","4","5","4","3","3","4","5","4","2","4.16666666666667","4","3.5","4","25","man","4","3","Asian",NA,"9311.36611728167","1.24288037523174","online panel","monetary reward","1","1"
"2904","Denmark","1","0","0","0","0.666666666666667","0","1","0","0.25","0.25","0.5","3","5","3","5","3","5","4","4","1","2","3","3","4","2","5","5","4","4","2","3.85714285714286","3.66666666666667","4.33333333333333","64","man","6","5","Caucasian/European",NA,"9311.36611728167","-0.724855477453004","general public","monetary reward","1","1"
"6408","Croatia","0","0","0","0","0.833333333333333","0","0.833333333333333","0.25","1","0.25","0.5","5","2","4","2","4","4","1","4","4","5","3","4","2","3","4","2","2","3","4.11111111111111","4.71428571428571","4.33333333333333","5","28","woman","7","5","Caucasian/European",NA,"62641.0145699281","0.51613148818575","online panel","monetary reward","1","1"
"3308","UK","0","0","0","1","0.166666666666667","0","0.833333333333333","0","0.5","0.25","0.75","3","4","5","5","3","3","3","3","5","3","4","3","5","3","3","2","3","5","3.66666666666667","4","2","2.66666666666667","21","woman","8","3","Middle-Eastern/Arab","Christian (Roman Catholic)","48195.5799044116","0.590206515018923","mixed","raffle","1","0"
"4165","China","1","0.142857142857143","0","0","0.5","0.833333333333333","0.5","0","1","0","0.75","3","5","5","3","3","5","1","3","2","3","2","3","4","3","4","5","5","5","4.44444444444444","4.28571428571429","3.16666666666667","4","45","woman","6","3","Asian","Christian (Roman Catholic)","53024.0592130531","-1.18430893128537","online panel","monetary reward","1","1"
"2137","Germany","0.166666666666667","0","0","1","0.166666666666667","0","0.5","1","0.25","0.5","0.5","4","4","4","5","4","4","2","3","3","3","3","3","5","4","4","4","5","2","4.61111111111111","3.71428571428571","3.5","4","26","man","6","5","Caucasian/European","Christian (Roman Catholic)","2015.59048548675","1.97326652406719","online panel","raffle","1","1"
"8629","Morocco","0","0.714285714285714","1","1","0.666666666666667","0.166666666666667","0.166666666666667","0.5","0","0.5","1","4","5","4","5","4","4","2","3","3","5","5","4","4","2","4","2","4","2","3.44444444444444","4","3.83333333333333","4","0","woman","7","3","East Asian",NA,"30523.8592390474","-1.03157454652352","mixed","monetary reward","1",NA
"5108","Israel","0","0.857142857142857","0","0","0.666666666666667","0.833333333333333","0","0","0.25","0.5","0.25","4","3","5","5","5","4","4","5","2","4","4","4","3","5","3","2","2","4","3.88888888888889","3.14285714285714","3.5","2","68","woman","4","3","Turkish","Christian (Roman Catholic)","46556.0995671478","1.97326652406719","mixed","monetary reward","1","1"
"8467","Italy","0.833333333333333","0.428571428571429","0","0","0.666666666666667","1","0","0","0","0.75","1","5","5","5","5","5","5","3","4","3","4","5","4","2","4","3","5","3","4","4.38888888888889","4.14285714285714","3.66666666666667","4","25","man","7","6","Caucasian/European",NA,"48195.5799044116","-1.03157454652352","mixed","raffle","1","1"
"1288","Morocco","0.5","0.285714285714286","0","0","0.666666666666667","0","0.5","0.25","1","0.5","0.25","4","5","5","4","4","3","1","4","4","3","4","4","5","4","3","5","3","2","3.5","3.85714285714286","3.16666666666667","3.66666666666667","38","man","5","5","Caucasian/European","Christian (Roman Catholic)","53024.0592130531","-1.49629850587786","students","monetary reward","1","1"
"4164","UK","0","0","1","1","0","1","0.166666666666667","0.5","0","0.25","0.25","2","3","1","2","3","5","2","3","3","5","3","5","3","4","4","4","4","4","3.5","4.28571428571429","3.33333333333333","2","21","woman","6","5","Latin-American",NA,"39286.7376488008","-0.867917483502592","mixed","monetary reward","1","1"
"9444","Japan","0","0","1","1","0.666666666666667","0.166666666666667","1","0","0","0.5","0.75","3","5","4","4","5","3","2","4","4","4","5","3","4","2","3","5","1","3","3.94444444444444","3.85714285714286","3.16666666666667","4.33333333333333","32","woman","8","3","Caucasian/European","Christian (Roman Catholic)","62641.0145699281","0.292837379808369","students","monetary reward","1","1"
"1315","Germany","0.666666666666667","0.857142857142857","0","0","0.666666666666667","1","0.166666666666667","0","0.75","0.75","0.5","4","4","4","5","4","5","3","5","3","5","4","5","4","2","1","3","5","4","4.88888888888889","3.71428571428571","3","2.66666666666667","25","man","7","4","Caucasian/European",NA,"53024.0592130531","0.590206515018923","online panel","course credit","1","0"
